"Name","adamw_lr","alpha","freeze_layers","muon_lr","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"dazzling-sweep-171","0.0000483590980566252","0.07735310862904361","5","0.00034752844402811825","1.3677302598953247","0.999999989717959","0.8603612746092957","0.8723781652549121","0.8843950559005284","0.31315264105796814","0.858","0.8667843516522673","0.8755687033045347"
"grateful-sweep-97","0.00007515256078181713","0.08326035969785966","7","0.000726198107406491","1.3411831855773926","0.9999997743783354","0.8640146133549828","0.8723606856390458","0.8807067579231089","0.2935522198677063","0.872","0.8737881475646669","0.8755762951293338"
"zesty-sweep-374","0.00004997141621846989","0.1020100720117176","5","0.0003471920095982438","1.40309476852417","0.999999877588506","0.8603612746092957","0.8723179580327681","0.8842746414562406","0.33868035674095154","0.858","0.8676395296525183","0.8772790593050366"
"desert-sweep-186","0.00004396996156908557","0.12013518861802391","6","0.0005287657719899272","1.4355987310409546","0.999999796805946","0.8632027603003857","0.8723033008953409","0.8814038414902963","0.361581951379776","0.858","0.8622618725208251","0.8665237450416501"
"different-sweep-334","0.0000405710252579681","0.10807134785064276","1","0.0003720938690076696","1.369964361190796","0.9999997510784864","0.8629997970367363","0.8722997708519374","0.8815997446671385","0.31478479504585266","0.864","0.8681115581522914","0.8722231163045827"
"flowing-sweep-145","0.00008180233691722436","0.05510163763520008","1","0.0003511547224413287","1.2958906888961792","0.9999998157507424","0.8629997970367363","0.8722641045816164","0.8815284121264964","0.25919824838638306","0.878","0.8780659241229922","0.8781318482459846"
"clean-sweep-298","0.00008423856230657006","0.11800855059141516","1","0.0007195967403292396","1.3418656587600708","0.9999995997523068","0.865638319464177","0.8722611341439983","0.8788839488238197","0.2940608561038971","0.848","0.8567459389004057","0.8654918778008115"
"likely-sweep-43","0.00004357274610878812","0.08599076546411887","4","0.0005492746002027914","1.3205541372299194","0.9999998636484954","0.8611731276638929","0.8722471600545594","0.8833211924452258","0.2780514359474182","0.872","0.8716064884259661","0.8712129768519322"
"serene-sweep-246","0.00007231669178912662","0.08201572147332595","5","0.00037728828989092256","1.407539129257202","0.9999998196136428","0.8609701644002435","0.8722057580256114","0.8834413516509793","0.3418428301811218","0.858","0.8661022932062887","0.8742045864125775"
"hearty-sweep-160","0.00006884805875640388","0.07939494871315568","2","0.00036478974296459406","1.3573726415634155","0.9999998880359108","0.8636086868276842","0.8721707307615703","0.8807327746954563","0.3055509924888611","0.872","0.874275147350495","0.87655029470099"
