"Name","adamw_lr","muon_lr","warmup_ratio","weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"northern-sweep-8","0.00015938084191528684","0.0008538543284744836","0.1912071175870057","0.00001516470166063449","1.263267159461975","0.9999994490901258","0.8707124010554089","0.8664143071720665","0.8621162132887241","0.23370134830474856","0.838","0.8460438789308111","0.8540877578616224"
"light-sweep-111","0.00016698737026625004","0.000854850850051299","0.06407255818530626","0.00001519997996426264","1.3028496503829956","0.999999592162104","0.8648264664095798","0.8664112391154092","0.8679960118212385","0.2645539343357086","0.846","0.8525076992405067","0.8590153984810136"
"summer-sweep-144","0.00014978572033339573","0.0008755509466976411","0.18587920267235752","0.000031876368780645166","1.2468663454055786","0.9999994775652524","0.8713212908463568","0.8664108934309246","0.8615004960154924","0.22063346207141876","0.84","0.8472811636673919","0.8545623273347839"
"youthful-sweep-126","0.00014846896325123758","0.0007015030508299227","0.07853443347060285","0.00005840939726564127","1.3418699502944946","0.9999995157085791","0.8680738786279684","0.8663124422484002","0.864551005868832","0.29406407475471497","0.842","0.8479974498146478","0.8539948996292955"
"copper-sweep-41","0.00021301034002539903","0.0008488629529338229","0.00921327492319477","0.00003225694899235301","1.2787528038024902","0.9999997071319028","0.8652323929368785","0.8662345076973956","0.8672366224579129","0.2458851933479309","0.846","0.8533299934306392","0.8606599868612784"
"ruby-sweep-118","0.00021512555025567404","0.0007084909422632696","0.11881044433256722","0.00006456860345428372","1.3717899322509766","0.999999677003927","0.8654353562005277","0.8662062666660284","0.8669771771315292","0.31611648201942444","0.84","0.8453213297575203","0.8506426595150406"
"lucky-sweep-48","0.00012149874765191208","0.000760820514654858","0.0972872939810574","0.00009724313571450694","1.3240604400634766","0.9999995072451254","0.867870915364319","0.8661546422301112","0.8644383690959034","0.2807031571865082","0.84","0.8449994854267457","0.8499989708534916"
"ethereal-sweep-98","0.00020734674961555452","0.0007220582961110188","0.014896038902627584","0.00006772592822789619","1.3331806659698486","0.9999996650224222","0.8642175766186321","0.8661473314825163","0.8680770863464006","0.2875675857067108","0.846","0.8522975957034157","0.8585951914068314"
"serene-sweep-74","0.00016567345171357323","0.0007153724096435492","0.0543865087068332","0.00003344512299369495","1.3380471467971802","0.999999540891326","0.8666531357824234","0.8660932621716155","0.8655333885608075","0.29121124744415283","0.852","0.8545487679950345","0.8570975359900692"
"olive-sweep-77","0.00016594345945585565","0.0007801611685430967","0.05645309071100835","0.000020290116684133574","1.323063850402832","0.9999996425206428","0.8668560990460726","0.8660027570367164","0.86514941502736","0.2799501419067383","0.848","0.8523176423058587","0.8566352846117176"
"peachy-sweep-79","0.00016039960025836342","0.000806447701758227","0.13401823806122107","0.00005883902432454678","1.274276614189148","0.9999993822826468","0.8684798051552669","0.8659978670497548","0.8635159289442426","0.2423785924911499","0.828","0.8396045413184652","0.8512090826369303"
"wobbly-sweep-84","0.0001377369818924704","0.000794262906534057","0.1257176194989817","0.000014102422112104058","1.287624716758728","0.9999995587025085","0.8701035112644612","0.865991127085592","0.8618787429067228","0.2527991831302643","0.832","0.8411619405759084","0.8503238811518169"
"vivid-sweep-52","0.00018555300817090173","0.0007358582293881025","0.0032365602261464677","0.000012570403425949527","1.3305368423461914","0.9999996498799544","0.8660442459914756","0.8659889338251823","0.8659336216588889","0.2855825126171112","0.844","0.8503182921958519","0.8566365843917036"
"glamorous-sweep-357","0.0001384266597276095","0.0007543302893040719","0.13703221391187884","0.0000269744143678822","1.327203631401062","0.9999995271513332","0.8658412827278262","0.8659341943282048","0.8660271059285836","0.28307420015335083","0.836","0.8421953248321069","0.8483906496642138"
"generous-sweep-128","0.00020413136447399127","0.0007207760708424062","0.011820216906023464","0.00001791310319301602","1.3368908166885376","0.9999995738449924","0.8652323929368785","0.8659174806449872","0.8666025683530958","0.290346622467041","0.85","0.8536302824438509","0.8572605648877019"
"divine-sweep-81","0.0001495670787634789","0.0007312084320027577","0.11251714298548436","0.000042074208214595","1.350285291671753","0.9999996467397172","0.8668560990460726","0.8659046534619755","0.8649532078778784","0.30031585693359375","0.836","0.8416191604516994","0.8472383209033989"
"skilled-sweep-133","0.0002070705377115857","0.0007504564470756087","0.18865010801133628","0.000020689677382825116","1.3255993127822876","0.9999997300836996","0.865638319464177","0.8658280600734872","0.8660178006827974","0.28186464309692383","0.842","0.8463299998398894","0.8506599996797789"
"toasty-sweep-90","0.00021236947061127503","0.0008701536266854293","0.08479132309993231","0.0000313801910310677","1.2811076641082764","0.9999995435856756","0.8634057235640349","0.8657976749841211","0.8681896264042073","0.2477249801158905","0.84","0.8482359255835059","0.8564718511670117"
"spring-sweep-47","0.00015298964957385976","0.0007030883617862966","0.11234573681620748","0.00001298392658456516","1.3817709684371948","0.999999581001995","0.8662472092551248","0.8657938673990895","0.8653405255430543","0.3233659863471985","0.842","0.8458267229336343","0.8496534458672685"
"gallant-sweep-366","0.00019362005514574727","0.0007067356820826688","0.13020788709224965","0.00003212137293662788","1.3527717590332031","0.9999996721807696","0.8652323929368785","0.865700730377069","0.8661690678172593","0.30215561389923096","0.838","0.8427465558664338","0.8474931117328676"
